logFC	AveExpr	t	P.Value	adj.P.Val	B
B3GALT2	0.261947827155874	6.002048960704	4.20336165359688	3.6710159833074e-05	0.00155473262855542	2.00349020660579
DSC1	0.290522445347417	3.80689943555821	4.1945509376132	3.80678222506262e-05	0.00159266037598907	1.97022904125238
ATP6V1B2	0.374358876269988	8.24760763495659	4.19381894158634	3.81827492454661e-05	0.00159266037598907	1.96746840447054
PLTP	-0.359213247739278	6.49220224129839	-4.19281956327235	3.83401916743356e-05	0.00159266037598907	1.96370003778642
CAMK2B	0.278994613933947	7.31524464108387	4.18914166692462	3.89249645699502e-05	0.00160482065542419	1.94983842525218
E2F8	-0.289899665122393	4.05872786156794	-4.18808415791232	3.90946750902101e-05	0.00160554722472749	1.94585472511803
HPCAL4	0.281431110561052	7.15642640681081	4.18601919091977	3.94281027539649e-05	0.0016131301511641	1.93807837168877
HMP19	0.371027610728161	7.5569590729747	4.18483222962009	3.9620987020074e-05	0.00161492759876557	1.93360995269886
TMEM47	-0.239039628528292	7.94905389467154	-4.1831215625708	3.99005603669682e-05	0.00162023174344071	1.92717192165185
RNF19A	-0.215668868086419	6.1384829954436	-4.18075200371925	4.02909288766499e-05	0.00162391914825516	1.91825792906736
MAGEA1	-0.250961157021472	4.21221899974153	-4.17938417761316	4.05179258588392e-05	0.0016270198228205	1.9131143181327
PAK1	0.28889302411719	6.14869663677622	4.1745017381536	4.13381868430689e-05	0.0016481510925195	1.89476610978708
AP2S1	0.207097782823554	7.33518001002946	4.17444275753651	4.13481919540033e-05	0.0016481510925195	1.8945445738288
MEF2C	0.335292254974841	6.83096883340419	4.17022073205441	4.2070426474666e-05	0.00167079693713674	1.87869332850175
ZNF385D	0.257787503955151	5.36872008081485	4.16549455312785	4.28931844370272e-05	0.00169602578088635	1.86096571868834
HARS	0.200387332208414	7.40272683458667	4.16433775500783	4.30968928473171e-05	0.00169602578088635	1.85662928537201
NEFH	0.419801734168061	6.92396153577119	4.1638957140752	4.31749783734213e-05	0.00169602578088635	1.85497250271029
AHCYL1	-0.221930412024118	8.32782861304096	-4.16138781182287	4.36205559594519e-05	0.00170734320473783	1.84557568752787
CXCR4	-0.391134588521609	5.45248592728745	-4.15739931132938	4.43382419895051e-05	0.0017291914375907	1.83064132541571
KIAA1107	0.296325173528521	6.32190729349057	4.15540249448218	4.4701765748892e-05	0.0017371202302849	1.82316918528464
SRPX	-0.430747483481988	5.9870087879423	-4.15377385705723	4.50003657671379e-05	0.0017404595635995	1.81707708051661
CCR6	-0.283391192924216	4.92841296962606	-4.14903544481927	4.58799840591851e-05	0.00175294380537544	1.79936425456211
TUBA4A	0.300841243490647	7.93517581482302	4.14883601799756	4.59173621773312e-05	0.00175294380537544	1.79861915365086
PLCL2	0.223905158518842	5.93354682330352	4.14531295835028	4.65824906256408e-05	0.00177209601180069	1.78546136466166
FSTL1	-0.263622518720183	5.79798561508978	-4.13789723151696	4.80126850993333e-05	0.00182011724422018	1.75779700528622
SLC2A3	0.245998887791041	7.32847023894258	4.13318996476458	4.89421540682016e-05	0.0018370408008416	1.74025880523107
SCG3	0.336201688335205	6.77065721867077	4.1326119038132	4.90574705629619e-05	0.0018370408008416	1.73810627412884
EMP3	-0.374601717799073	6.21054460300505	-4.13221469324546	4.91368596425073e-05	0.0018370408008416	1.73662732848657
BTBD3	0.225290681533262	7.56431655831412	4.13069304368548	4.94421215772887e-05	0.00184210131319919	1.73096286586826
ANP32B	-0.216907025492024	8.7156744115496	-4.12868603599347	4.98475190795098e-05	0.00185084521184947	1.72349438257655
NOX3	-0.242784644259871	3.78300761306376	-4.12358487540104	5.08922232819962e-05	0.00188318595502868	1.70452608327953
EPB42	0.249638589277792	4.08970973508854	4.12159507939939	5.1305361059992e-05	0.00189201607011032	1.69713267966689
PCMT1	0.220893787551962	8.36861411616931	4.11675930116555	5.2322775336018e-05	0.00192299501760375	1.67917747105419
ATP5B	0.273539225232708	8.48245432360066	4.11522115741623	5.26504022207891e-05	0.00192849885431688	1.67347018595928
EPB41L3	0.277918737496062	7.43267521716794	4.11305943407004	5.31141597380605e-05	0.00193893508377122	1.66545223406812
BHMT2	-0.202233913687548	4.90095486806941	-4.10955767630041	5.38736697263651e-05	0.00195707553770465	1.65247177426002
PTTG1IP	-0.26594973344387	7.78244735948012	-4.10519848266487	5.48336226790032e-05	0.00198168712361918	1.63632633864366
PPFIA4	0.289871327165922	6.54452449076091	4.102719401283	5.53867989698733e-05	0.00198974913265103	1.62715103280661
B4GALT6	0.213796923386391	5.60421880446791	4.10255467010538	5.54237445176729e-05	0.00198974913265103	1.62654151816593
ATP6V0A1	0.213655079295547	7.56351813536303	4.09874403345965	5.62849704124532e-05	0.00200215360571923	1.61244787760455
FGF9	0.267770581463521	5.55576807952583	4.0985758816128	5.63232659790043e-05	0.00200215360571923	1.61182622988311
SRGN	-0.356605413581128	7.15965640370995	-4.09266617183636	5.76850475777533e-05	0.00204161559046415	1.58999243875133
SERPINI1	0.339901778289454	7.35205492225188	4.09092483660947	5.80922523560025e-05	0.00204492272741487	1.58356418622869
CYP27B1	-0.287307694730964	4.21834596011006	-4.08971990695555	5.83756223344641e-05	0.00204824756424032	1.57911750092156
PGRMC1	0.258563805377436	8.01003274229564	4.08477139159494	5.95532623496297e-05	0.00207949804909414	1.56086738187051
LANCL1	0.247943929111501	7.73240443182684	4.08436958685395	5.96498702516396e-05	0.00207949804909414	1.55938636923675
UBE2N	0.25544180788022	7.08349608766423	4.08350871951937	5.98573556769166e-05	0.00208004310977285	1.55621372340518
CRYM	0.303936238435559	6.30191147012565	4.08206742266747	6.02062756226986e-05	0.00208548383482843	1.55090326023194
GLRB	0.335783192341164	6.14320827601149	4.0724282914342	6.25900803659244e-05	0.00215622721425118	1.51542974965368
TUBG2	0.210984355732394	6.89408546067865	4.07220506686049	6.26463357765284e-05	0.00215622721425118	1.51460911232488
LRRC49	0.257654231407099	6.36437297890417	4.06590832663915	6.42531760736683e-05	0.00219066960688903	1.49147661689712
FGF2	-0.238783965964517	5.85712698461905	-4.06466090027054	6.4576125442807e-05	0.00219477853307496	1.48689761114827
EHD3	0.237910920315073	6.31140570379291	4.06345633621144	6.48894445304531e-05	0.00219853549249741	1.4824771032003
CAMK2N1	0.208376797259026	9.04907638546018	4.05816938262392	6.62818333680258e-05	0.00223871538123407	1.46308853418072
RWDD2A	0.216023739697017	5.79039884608228	4.0525337244107	6.77973606919381e-05	0.00227572441059441	1.44244538016771
SLC25A11	0.236032715223798	6.47127015912468	4.04776947822254	6.91042251792038e-05	0.00231243212775595	1.42501365822878
PPP3CB	0.255616553758835	7.65676107654846	4.04675735790061	6.93849277734974e-05	0.00231468119052387	1.42131274973202
CX3CL1	0.244457363435344	6.33921789717843	4.04514336247606	6.9834801491708e-05	0.00232254269255552	1.41541269942595
PLCB1	0.225463027146717	6.62426931985662	4.04262314740228	7.05428247272172e-05	0.0023389153079281	1.40620401444234
NDRG4	0.232974595838573	7.54676945183142	4.03950727321038	7.14276377228553e-05	0.00236040703349746	1.39482574904034
PTPRT	0.327955085543271	5.45032617513555	4.03881222878698	7.16264447537969e-05	0.00236040703349746	1.39228869239863
MCF2	0.272651533120937	5.13193026020023	4.03170111737083	7.36909550468858e-05	0.00241376838253274	1.36635352867981
CSRP2	-0.279246580540475	6.57948829872642	-4.02815938260642	7.47401999205012e-05	0.00243930744207706	1.35345122484384
IFNG	-0.269854860912556	3.8906460399653	-4.02729094579113	7.49996372120268e-05	0.00243930744207706	1.35028907753969
IL13RA1	-0.253484852163455	6.41084203966888	-4.02680357960499	7.51456083429015e-05	0.00243930744207706	1.34851474308006
MTTP	-0.304093447743348	4.25776270387178	-4.02403254673172	7.59807115771876e-05	0.00245905335796976	1.33842991651715
TNFRSF21	0.265413702737232	6.8052478252153	4.02120885707591	7.68407614278109e-05	0.00247948671250097	1.32815968446218
ABCG5	-0.275579733951034	4.08467772188765	-4.01838903559602	7.77088693287375e-05	0.00249322888802445	1.31790980136877
SNCA	0.263717257052853	7.53603260135806	4.01833188397872	7.77265600583161e-05	0.00249322888802445	1.31770212354067
BBS7	0.203653994146212	5.59441590691067	4.01360238217414	7.92038805486316e-05	0.00253312233896243	1.30052497402503
TSPYL5	0.249808997208959	6.51726989911289	4.01039708397909	8.02202368998006e-05	0.0025580817896107	1.28889364624629
CRISP1	-0.205833421560715	3.85842551772014	-4.00778162687007	8.10587396792961e-05	0.00257202083846031	1.27940873700251
CACNG2	0.274244175943243	5.41722612236511	4.00755491397558	8.11318139414706e-05	0.00257202083846031	1.27858682126688
KIAA1324	0.249096097070928	5.43857863882027	4.00367963705055	8.23906245589641e-05	0.00260431239495128	1.2645438316411
LCE2B	-0.273105000908378	4.32257157066694	-3.99809245862272	8.42382441246695e-05	0.00265426043828137	1.24431825912443
VAMP2	0.227408252785807	7.86238137989412	3.99742847205363	8.44604179309236e-05	0.00265426043828137	1.24191627076013
COLEC12	-0.333649831059148	6.04453462144497	-3.99234791558118	8.61789350817356e-05	0.00270043934727219	1.22354877398563
TNFRSF1A	-0.273798848554077	6.59014187849014	-3.98852788181081	8.74929123283707e-05	0.00272880309689807	1.20975184072249
MAFB	-0.272358800607905	5.84845238164518	-3.98523369744884	8.86412827800197e-05	0.00274585367971707	1.19786341183626
TOB2	-0.205437497279029	6.27980156923366	-3.98159811992429	8.992528955811e-05	0.00277769227746162	1.18475290179348
F9	-0.253075997876472	3.71906775791545	-3.97774110437576	9.13068175534633e-05	0.00281235373839389	1.17085529762883
TMEM35	0.320791230071036	5.76928772728816	3.96477987685153	9.60985924661387e-05	0.00292800363474551	1.12423980114788
ID3	-0.386801009110934	6.64816320590403	-3.96234514816443	9.70249656633263e-05	0.00292800363474551	1.11549808637521
GNG12	-0.257527568072563	5.50399400419302	-3.96225611374149	9.70590020047445e-05	0.00292800363474551	1.11517850399228
APBA2	0.214524432681765	7.10889445141856	3.96208280750833	9.7125286548059e-05	0.00292800363474551	1.114556452314
BDH2	-0.231133506679269	5.68353474058298	-3.96183005129176	9.72220354647096e-05	0.00292800363474551	1.11364927189846
ELAVL4	0.317813618818458	6.16185624815529	3.95656963111099	9.92564956102856e-05	0.00297179779580626	1.09478033949931
TPD52L1	-0.283326828550803	6.46041786031846	-3.94774892272125	0.000102758918646916	0.00305815657273696	1.06319011883307
PGAM1	0.207116243943461	7.85945639465814	3.94682782758538	0.000103131348727863	0.00305815657273696	1.05989490214247
TOMM20	0.248414237443536	7.64109179702551	3.94608106431937	0.000103434230875082	0.00305815657273696	1.05722385261321
SERPINA5	-0.39810514763067	5.09775900207887	-3.94587459964182	0.000103518120475416	0.00305815657273696	1.05648544061911
SHC3	0.269383273927059	6.81233738954035	3.94236792697143	0.000104952836490971	0.00309101231337218	1.04394915455487
GABRA1	0.356762582659777	6.14698697384524	3.93952442884791	0.000106130062047356	0.00310989765599307	1.03379088551487
IFNW1	-0.215053303101129	4.01206932833243	-3.93763096300212	0.000106920909595227	0.00311781065703997	1.02703013199594
PTK2B	0.23788684044147	5.91503166779062	3.93673606110905	0.000107296628794293	0.00311781065703997	1.02383581440681
KLRF1	-0.290278155284603	3.66248752135841	-3.93623614936015	0.000107507059000134	0.00311781065703997	1.02205167627338
KCNK1	0.241726998998762	6.0107878293473	3.93613335595413	0.000107550376843105	0.00311781065703997	1.02168484090438
NRXN3	0.240675463359816	5.74298760534813	3.93265910709883	0.000109024230307666	0.00313956023935802	1.00929135193087
PLA2G2F	0.247728614421105	4.29730129548639	3.93231941207806	0.000109169360840986	0.00313956023935802	1.00808009302709
CNTNAP1	0.240900056810053	7.20828460298129	3.92121961138658	0.000114013771454219	0.00326157601611251	0.968551826170661
MAP3K9	0.223606129821832	5.68366069785835	3.91481001217026	0.000116903372004919	0.00333442929526691	0.945770878478618
NECAP1	0.389347564976067	7.14043387985535	3.91421399572264	0.000117175572910597	0.00333442929526691	0.943654186198755
PIN1	0.248375046520544	7.24011650552471	3.91248032008113	0.000117970765504422	0.00334826973717002	0.937498822838552
PSMG1	0.249376882160527	5.83635575640816	3.90976751447258	0.000119225340867935	0.00336149198393892	0.927871899305661
RAB15	0.243951419842931	6.44016390824212	3.90946341941377	0.00011936676017492	0.00336149198393892	0.926793124255113
PPY	0.254168972659157	4.0193133188312	3.90757741349199	0.000120247406660717	0.00337257036479161	0.920104179794726
MUC7	-0.224215568637703	3.88297282888017	-3.90674229696614	0.000120639319166224	0.00337257036479161	0.91714324644335
PTPRN2	0.228467534826786	6.30167370308362	3.90635826472856	0.000120819948362865	0.00337257036479161	0.9157818342485
CHD5	0.223367961407466	7.2530311601501	3.90476342617955	0.000121572827528652	0.00337257036479161	0.910129316802307
GHITM	0.224556260831522	8.20483314770363	3.9040449750409	0.000121913440294629	0.00337257036479161	0.907583604816661
GEM	-0.436576462042205	5.52298223492561	-3.90227266909741	0.000122757552919727	0.00337257036479161	0.901305496032986
NLK	0.219547064186907	6.35019804508552	3.90100174284413	0.000123366278273474	0.00337257036479161	0.89680498836308
CYR61	-0.359917863920657	5.76174598096643	-3.90058437546945	0.000123566805020341	0.00337257036479161	0.895327320025344
CDH8	0.269870084331025	5.75590769198628	3.90012245154932	0.000123789099607954	0.00337257036479161	0.893692063655966
ATRNL1	0.246282995604021	5.87130759781846	3.9000915098372	0.000123804003429908	0.00337257036479161	0.893582533024347
SCGB1D1	-0.236782591359783	3.70160421294807	-3.89605668709992	0.000125762119905306	0.00340249004190553	0.879306207456719
TBC1D9	0.243207480143681	6.20435001011772	3.8957127975452	0.000125930362251858	0.00340249004190553	0.878090032011661
CXCL14	0.270921113818533	5.9599605569047	3.89488638184973	0.00012633554577762	0.00340249004190553	0.875167775186421
ITGB5	-0.201425845930084	5.88287953839024	-3.89426493392711	0.000126641049601885	0.00340249004190553	0.872970656532019
KRT3	-0.257280489246605	4.44080031932291	-3.89347770736824	0.000127029056021928	0.00340249004190553	0.87018787340449
STOM	-0.233443295822161	6.84602539560707	-3.89333583344646	0.000127099102284794	0.00340249004190553	0.869686413073123
NLGN1	0.218970306616601	6.62666682222766	3.88969247730447	0.000128910503980349	0.0034424819806772	0.856814303712837
SPOCK1	0.236592260608139	8.88990013881628	3.88533250688456	0.000131110365475642	0.00348889388327543	0.841424319212297
ABCA12	0.271649970998034	4.11162888912687	3.88288404677706	0.000132361314073341	0.00350650896087022	0.832788320553155
KCNMB3	-0.275523015257002	4.33153611694381	-3.88241587038662	0.000132601796159084	0.00350650896087022	0.831137555085658
DHCR24	0.318668823144014	6.80601530238376	3.88007033959027	0.000133812842580973	0.00352992418312144	0.822869976343387
VDAC3	0.208717091789613	7.84364893697829	3.87745512039537	0.000135175493977913	0.00355553483800799	0.813656984896335
VSNL1	0.475119032078723	8.15676359189583	3.87632667910649	0.000135767517334007	0.00355553483800799	0.80968336058578
MAOB	-0.296834320824205	6.62393707607374	-3.8699507643151	0.000139159003500457	0.00361546127007167	0.78725075771075
PROZ	-0.216203623931371	4.15120424839263	-3.86890451138706	0.000139723138919021	0.00361546127007167	0.783572799203085
CRCT1	-0.230548089824345	4.02607463324109	-3.8646906542574	0.000142017249608068	0.00365736584382583	0.768768442194331
NBEA	0.230708995189976	6.65362184245576	3.86143525345494	0.000143813944744724	0.00368612479650662	0.7573411302821
SH3GL2	0.345485340860939	8.38092489380658	3.85849631351181	0.000145454458779801	0.00371938028794953	0.747031976110964
HN1	0.252424175896574	5.71385291832533	3.85623031831755	0.000146731422805122	0.00374320490836031	0.739088092730404
TNS1	-0.222354154773173	6.10787362308152	-3.85029882936906	0.000150124483624501	0.00380291974639449	0.718313615532597
LRIG1	-0.211566405077359	6.70273333877747	-3.84876189250281	0.000151015723123673	0.00381657918439827	0.712935245219803
SHOX	0.235036228464634	3.93288360643199	3.84351103806993	0.000154098543374533	0.00388543350527137	0.694574664683013
DNAJC12	0.229666139071294	6.07873948674606	3.83936931020593	0.000156572129026691	0.0039386427445647	0.68010796887424
CAMK1	0.251553615715865	6.18704781928828	3.83196931335506	0.000161085528719686	0.00402416889949041	0.654294732872009
FMO6P	-0.31328560991864	4.10184398569543	-3.82938316974138	0.000162691707112476	0.00405495054830683	0.645283927904467
PDE2A	0.307782459424088	6.63530852035426	3.82843435259191	0.000163284781924064	0.00405505521152083	0.641979347704265
ABHD4	-0.205513527787538	5.46211783485604	-3.82758416080986	0.000163817947117333	0.00405505521152083	0.639018879081755
EMX2	-0.250933765296001	6.85396532246895	-3.82605492103984	0.000164781101346495	0.0040696052409993	0.633695348097811
CYP7A1	-0.262465204304498	3.83360050172257	-3.81749443613309	0.000170272454799673	0.00419566807940468	0.603929661492288
LARGE	0.220904177733273	6.10390883954036	3.81680264494637	0.000170723704826266	0.00419724809008248	0.601526808092523
PPM1E	0.389564137093099	6.69377646353109	3.81177909909071	0.00017403463142944	0.0042593306409887	0.584089685438435
TSPAN13	0.3078152896802	7.15216482597387	3.80901406700186	0.000175882841823353	0.0042948688537135	0.574500714172442
NMNAT2	0.279395567472862	6.14142632323773	3.80807737324524	0.000176513148893799	0.00430057429282375	0.571253711150215
IQGAP1	-0.206265061509542	6.13809574084615	-3.80491342769004	0.000178658023747088	0.00434307240687427	0.560291276219004
WIF1	0.405962752710743	6.29973712106292	3.80416805377583	0.000179166897377643	0.00434569910820672	0.557709879736654
CTAGE1	-0.272895717845941	3.97824114600217	-3.79509651418518	0.000185471024633102	0.00446861522016021	0.526329010825381
EXTL2	0.239994327595194	5.91069919661013	3.79001409906933	0.000189094070521639	0.00452573490639208	0.508776597997862
FRMPD4	0.305223772913637	5.95200547628703	3.78781888943862	0.000190679551300206	0.00454836212848516	0.501201762010028
LRRN3	0.219406598650345	6.34143788225268	3.78379102195313	0.000193621403002126	0.00458513778025514	0.487313236983197
BEX4	0.251861819144737	7.85846650081095	3.78369702619324	0.000193690564781115	0.00458513778025514	0.486989285810724
PNO1	0.215114116698281	5.95519981293302	3.78188899516292	0.000195025462212032	0.0046035861252803	0.480759395876377
NAPA	0.257489108046887	5.80895595473938	3.78108426176274	0.000195622402179902	0.0046035861252803	0.477987394097647
PTPRR	0.304481358985659	5.4110499470904	3.77986218945507	0.000196532222425279	0.0046035861252803	0.473778818283017
AKR1B10	-0.253758839376377	4.14360932497423	-3.7797808585063	0.000196592914222909	0.0046035861252803	0.473498773368336
KIF3C	0.229817768115814	7.06823439544077	3.77853373646395	0.000197525778814765	0.00461546227135708	0.469205257073417
WASF2	-0.218133699853106	6.53356685605017	-3.77696916805938	0.000198702015684013	0.00463230760052417	0.463820632891711
NETO2	0.312318086722635	5.98362207718986	3.77644016714642	0.000199101212123618	0.00463230760052417	0.462000468948611
UCHL1	0.367346278122084	8.04350405888827	3.77459173888615	0.000200502039362128	0.00465491030142226	0.455642251048596
IFNA16	-0.274624068133912	3.57695115074658	-3.77058909011471	0.000203567428484031	0.00471597875988005	0.441883417687767
RNMT	0.218715300223381	6.20903496756634	3.76858745612784	0.000205116921278611	0.0047417434125857	0.435007795489557
ZFP36	-0.404881890155338	6.7718016952586	-3.76613289823939	0.000207032243861917	0.00476761910428049	0.426580800657697
HLF	0.229171712645583	6.58250101808629	3.76602641356491	0.000207115716483685	0.00476761910428049	0.426215327478162
DEFA6	-0.228973327954964	3.8505172805747	-3.76514213345638	0.000207810127341537	0.00477346906914606	0.423180684894232
SLC14A1	-0.444520208746756	6.83536916031537	-3.76363178400676	0.000209001270510389	0.0047906802851451	0.41799898172338
ENC1	0.463530602208767	8.16158427134017	3.76197404972194	0.000210316074189398	0.00479236234214299	0.41231375573036
SLC17A7	0.361077283041989	8.63702378627583	3.75882690411385	0.000212833708288932	0.00482084353745022	0.401526688893942
NPHS2	-0.273430722996627	4.16555846827872	-3.75863882697052	0.00021298506312845	0.00482084353745022	0.400882294887245
RALYL	0.366664245363873	6.79909476405834	3.7568873822834	0.000214399426835698	0.0048226526675366	0.394882831928928
FOXJ1	-0.356724975594647	5.49625255696892	-3.74995711554733	0.000220083387520142	0.00490976149689995	0.371168002117369
NCDN	0.232754002896185	6.62465189196235	3.74923777989927	0.000220681446230789	0.00491299433271913	0.368708720457949
SEMG1	0.224658170913686	3.9367221084875	3.74661054935542	0.00022287880297371	0.0049416195947668	0.359730244770013
CALCB	-0.261222856306614	4.12252458630072	-3.74464233642245	0.00022453849307554	0.00494806167057927	0.353007605453326
BSCL2	0.269008796628753	7.82802648193587	3.73969310204877	0.000228763644030437	0.00502236068330157	0.336116848768343
AK5	0.250149210647953	7.73355656200174	3.73887714416486	0.000229467393479317	0.00502236068330157	0.333334053248008
PCSK2	0.274187467238356	5.93816027400119	3.73827816686155	0.000229985301460763	0.00502236068330157	0.331291605989901
OR2S2	0.257225318441098	4.18715300768777	3.73321311109997	0.000234409159991172	0.00508292822524858	0.314031953832395
CCL25	0.225659183468536	4.14759479954367	3.73093770111886	0.000236422562080243	0.00510537040335651	0.306285056908246
CEND1	0.216347839405614	6.94255682074741	3.72992075500498	0.000237327677853872	0.00510537040335651	0.302824104645365
ARL8B	0.202425200870527	7.97628842918065	3.72892567450148	0.000238216497902282	0.0051143431094189	0.299438379705935
EEF1A2	0.354769755388006	7.94313338404765	3.72555197633848	0.000241253374314255	0.00516930649074141	0.287965477919907
SPINT2	0.202592690977005	6.63565622368983	3.72274117083056	0.000243811422617963	0.00520355008666133	0.2784138571093
UXS1	0.207547952035936	6.22348786160052	3.72156724675314	0.000244887343139526	0.00521624474325883	0.274426552292293
NPTXR	0.318699445175504	6.746318559678	3.71171459007542	0.000254095733463154	0.00540177635726964	0.241005538377134
STX1A	0.3390699247083	6.29978416989765	3.70947041184577	0.000256238365172132	0.00542604756874268	0.233404136378378
PPP2R1A	0.253014543317832	7.89490069927909	3.70596152311495	0.000259622671040976	0.00547077270914912	0.221527159546012
GABRA5	0.314802015399714	6.03223451242636	3.70533253723233	0.000260233763851191	0.00547077270914912	0.219399210448305
SOX2	-0.206158202372119	6.74452538087376	-3.70519371727789	0.000260368817369576	0.00547077270914912	0.218929606064878
SSX2IP	0.214628545763177	6.16892273271697	3.70404976785561	0.000261484249177808	0.00547130251333921	0.21506041591706
OIP5	-0.248721523624823	3.88067919709738	-3.70295801113499	0.000262552991632445	0.00547130251333921	0.211368750547927
DIO2	0.204647322800893	4.90171816989293	3.69930927179468	0.000266154786580594	0.00552806550978314	0.199037943730811
BRIP1	-0.212049254798001	3.92001676836317	-3.69745572529885	0.00026800228528178	0.00554519232256691	0.192778088580644
ITGB1BP2	-0.242257569323559	4.03039855210247	-3.69623059086512	0.000269230053743566	0.00555998522416712	0.188642061571666
TOB1	-0.246825586430536	7.0592980879174	-3.69316751952842	0.000272322959670874	0.00561316640447076	0.178306547400046
APOC1	-0.267956025301607	6.94704405980444	-3.68899383536118	0.000276591252948253	0.00569032706729593	0.164235867386092
DNM1	0.325383090318195	8.28873846977121	3.68751677522048	0.000278116847748902	0.00571087663502575	0.159259676080646
MPPED2	0.244312307313391	5.53734574641135	3.68280168057421	0.000283040128697102	0.00579003976478109	0.143386496355179
IL3	-0.209686628436924	3.79320455786521	-3.67785760375325	0.000288290669063762	0.00588539488326128	0.126761922492007
GARS	0.206820928109052	7.33695178114819	3.67534649752189	0.000290992451141322	0.00591921229882591	0.118325902544733
WDR47	0.214020370858028	6.97836005711608	3.66634889054094	0.000300870488637827	0.00609726698656322	0.0881408347063513
MICAL2	0.258399729433572	6.45209247573389	3.66472697422505	0.000302684385707151	0.00611118083768516	0.0827066780624772
PHYHIP	0.309071880268646	7.39237948687079	3.6634690869966	0.000304098253139133	0.00612831461065889	0.078493663209505
SLC34A2	-0.284143783571191	4.21845415249919	-3.66250866502301	0.000305181955387377	0.0061309936339867	0.0752778123078643
VIM	-0.304247932184491	7.84486229010504	-3.65789144070355	0.000310442827749913	0.00618717121041279	0.0598281411787243
SYP	0.336497219191918	7.3978701530926	3.65287767280159	0.000316252209052	0.00629138798264547	0.0430713245207475
GUCY1B3	0.228526374891155	6.74339811508936	3.64908220107027	0.000320717892420899	0.00633698016382569	0.0303999139864883
PEG3	0.206155179601875	7.84087530756018	3.64845087474635	0.000321466435169169	0.00633698016382569	0.0282933356370059
RGS17	0.230720176041112	5.90749121841506	3.6461297272273	0.000324232710128703	0.00637991114921125	0.0205510480020381
DLGAP2	0.22713095606022	5.97133534757275	3.64542392276676	0.00032507830097348	0.00638496184629433	0.0181976804698492
PDE1B	0.263724544146316	5.36213177158922	3.64432356793201	0.000326400726949248	0.00639934300467224	0.0145295743858789
GLRX	0.294480185989586	6.59941601791433	3.64063511377932	0.00033087061664623	0.00645197702460148	0.00224109232817238
CCR4	0.241592239692119	3.89229732360607	3.63946232949899	0.000332303899164262	0.00646829241425301	-0.0016638321943665
TNFRSF11B	-0.242464214545539	4.61081196316673	-3.63890852622673	0.000332982742724846	0.00646989049573974	-0.00350739467571426
CLSTN3	0.228652908884186	5.67528031355675	3.63830318681595	0.000333726251738024	0.0064727370685933	-0.00552222929172963
SUSD4	0.245545661505527	6.10859134850475	3.63652488857325	0.000335919498341543	0.00650080573150403	-0.0114394496907559
CRLF1	-0.295166686595027	5.60406103292364	-3.63567521279705	0.00033697222109438	0.00650080573150403	-0.0142657998703868
EFHD1	-0.229175639226637	8.41145385268526	-3.62397453731339	0.000351788476039379	0.00671494834017419	-0.0531266392667176
BRDT	0.224942351824326	3.87361045635443	3.62265797804615	0.000353493441990105	0.0067203928576856	-0.0574922378304485
NELL2	0.385998752437169	8.26113952586174	3.62231932993831	0.000353933252327843	0.0067203928576856	-0.0586149364391417
PMP2	-0.230704581045023	8.93120015279821	-3.61749841719858	0.000360250384572338	0.00680379471474282	-0.0745872071828497
PREPL	0.25543229758523	7.80311946528123	3.61705567781322	0.000360835820049541	0.00680379471474282	-0.0760531012625778
NUDT11	0.306066053118943	6.35926714649367	3.61643806085151	0.000361653991822744	0.00680738295024686	-0.078097740135604
KCNV1	0.233360668124534	5.35435844206576	3.61349862530784	0.000365571905411103	0.0068573193745107	-0.0878245390252266
SLC17A6	0.416022736411776	5.4775827117871	3.60421689624054	0.000378207015499223	0.0070820733368611	-0.118491897474311
GNG4	0.210588939065379	5.37842037472221	3.60287470304444	0.000380067756135825	0.00710464588280107	-0.122920727585015
GOT2	0.207835771842254	7.28812713766264	3.58979339987177	0.000398659265279149	0.00740113656533653	-0.166007566449692
OXR1	0.218715616056871	6.93983118439234	3.5880860228342	0.0004011479589568	0.00743460883933269	-0.171620903099882
SLITRK3	0.266939278988008	6.35021179970161	3.57839843590975	0.000415547418223586	0.00764946940514575	-0.203425351648998
HSPA1A	-0.403106187047223	8.97210734389153	-3.57745573040692	0.000416974272827402	0.00765168818711807	-0.206516141374737
SYT1	0.409233467154441	7.68970093149348	3.57397559570975	0.000422281676072398	0.00772070477567781	-0.217919907728908
ZBTB20	-0.20453764967369	7.3891434497814	-3.56936575766185	0.000429409691000077	0.00783781122865796	-0.233010154615896
GRK1	-0.208016052743948	4.23074573918405	-3.56331889043941	0.000438931165307739	0.00797134287146819	-0.252777961872207
BCAR3	-0.223491480507161	5.65110826704446	-3.55552717779351	0.000451492578604563	0.00811788148794473	-0.278205413898633
NPTX2	0.368986185534677	7.30259154391376	3.553365712022	0.000455036529713366	0.00816805638270251	-0.285250266553483
INSIG2	0.212523837564748	6.49182281936454	3.55139420543683	0.000458291780919794	0.00821289171691306	-0.291672626296642
CDK5	0.33374922024876	6.17983736064015	3.54872901678566	0.000462727166586351	0.00827869297051025	-0.300349620728303
ACTL6B	0.258642187047502	5.56117348586712	3.545655811694	0.000467891579489396	0.00835729901947945	-0.310347709726309
CDH18	0.26905231227659	5.83361517532106	3.53913536387323	0.000479028642479847	0.00850021037932324	-0.331534932128021
GRM1	0.254536222842922	5.46866587240186	3.53657560218844	0.000483468384375982	0.00855918588651581	-0.339842900103458
